Rings,Length,Shell weight,Diameter,Height,Whole weight,Shucked weight,Viscera weight
9,0.575,0.238,0.465,0.15,1.08,0.595,0.2065
8,0.575,0.2385,0.46,0.165,0.9155,0.4005,0.2465
9,0.58,0.3055,0.46,0.175,1.165,0.65,0.2205
9,0.58,0.2095,0.435,0.14,0.953,0.475,0.2165
8,0.585,0.2335,0.455,0.15,0.906,0.4095,0.23
8,0.59,0.245,0.44,0.15,0.8725,0.387,0.215
9,0.59,0.2515,0.465,0.15,1.151,0.613,0.239
8,0.59,0.275,0.46,0.145,0.9905,0.453,0.2205
9,0.595,0.288,0.455,0.16,1.04,0.452,0.2655
8,0.6,0.25,0.455,0.155,0.945,0.4365,0.2085
9,0.6,0.357,0.465,0.2,1.259,0.6405,0.1985
11,0.605,0.2765,0.485,0.165,0.9515,0.4535,0.193
9,0.605,0.38,0.485,0.16,1.201,0.417,0.2875
9,0.605,0.3315,0.515,0.17,1.289,0.6,0.2945
11,0.61,0.305,0.485,0.17,1.1005,0.5125,0.229
8,0.615,0.251,0.475,0.13,0.8425,0.353,0.1915
10,0.62,0.25,0.485,0.155,1.049,0.462,0.231
8,0.62,0.275,0.435,0.155,1.012,0.477,0.236
9,0.62,0.312,0.48,0.165,1.0725,0.4815,0.235
10,0.625,0.3465,0.52,0.175,1.4105,0.691,0.322
11,0.625,0.305,0.47,0.18,1.136,0.451,0.3245
9,0.63,0.276,0.47,0.145,1.1005,0.52,0.26
10,0.63,0.329,0.5,0.175,1.1105,0.467,0.268
9,0.63,0.305,0.455,0.15,1.1315,0.481,0.2745
11,0.63,0.31,0.48,0.15,1.271,0.6605,0.2425
10,0.63,0.3245,0.49,0.225,1.336,0.6805,0.259
10,0.635,0.315,0.505,0.145,1.1345,0.505,0.2655
8,0.635,0.377,0.51,0.185,1.308,0.544,0.318
9,0.64,0.4025,0.515,0.205,1.5335,0.6635,0.3345
10,0.645,0.415,0.515,0.175,1.546,0.7035,0.365
11,0.645,0.43,0.51,0.155,1.539,0.6405,0.3585
11,0.645,0.335,0.505,0.165,1.318,0.55,0.3015
10,0.65,0.495,0.545,0.175,1.5245,0.59,0.326
10,0.65,0.4,0.515,0.175,1.466,0.677,0.3045
9,0.65,0.3195,0.5,0.16,1.3825,0.702,0.304
8,0.65,0.215,0.485,0.14,1.175,0.475,0.2435
11,0.655,0.444,0.54,0.215,1.5555,0.695,0.296
11,0.655,0.4195,0.51,0.215,1.7835,0.8885,0.4095
10,0.66,0.345,0.505,0.165,1.374,0.589,0.351
10,0.665,0.395,0.515,0.18,1.389,0.5945,0.324
11,0.67,0.41,0.545,0.2,1.7025,0.833,0.374
10,0.67,0.345,0.51,0.175,1.5265,0.651,0.4475
10,0.67,0.415,0.5,0.19,1.519,0.616,0.388
12,0.68,0.4685,0.5,0.185,1.741,0.7665,0.3255
11,0.68,0.395,0.515,0.17,1.6115,0.8415,0.306
12,0.69,0.461,0.525,0.2,1.7825,0.9165,0.3325
11,0.7,0.32,0.55,0.17,1.684,0.7535,0.3265
11,0.7,0.595,0.555,0.2,1.858,0.73,0.3665
10,0.705,0.388,0.56,0.165,1.675,0.797,0.4095
12,0.72,0.494,0.565,0.2,2.1055,1.017,0.363
13,0.725,0.5015,0.575,0.24,2.21,1.351,0.413
10,0.74,0.446,0.57,0.18,1.8725,0.9115,0.427
11,0.75,0.445,0.55,0.18,1.893,0.942,0.397
5,0.21,0.013,0.17,0.045,0.0475,0.019,0.011
5,0.285,0.0335,0.21,0.055,0.101,0.0415,0.017
6,0.295,0.0405,0.215,0.07,0.121,0.047,0.0155
6,0.3,0.0415,0.23,0.085,0.117,0.05,0.0175
6,0.305,0.0415,0.225,0.09,0.1465,0.063,0.034
5,0.335,0.05,0.255,0.08,0.168,0.079,0.0355
5,0.35,0.055,0.26,0.075,0.18,0.09,0.0245
6,0.355,0.054,0.27,0.075,0.1775,0.079,0.0315
7,0.355,0.058,0.26,0.09,0.1985,0.0715,0.0495
8,0.36,0.061,0.27,0.095,0.2,0.073,0.056
7,0.36,0.066,0.275,0.075,0.2205,0.0985,0.044
7,0.36,0.055,0.265,0.075,0.1845,0.083,0.0365
7,0.365,0.066,0.27,0.085,0.2225,0.0935,0.0525
6,0.37,0.065,0.27,0.095,0.2175,0.097,0.046
7,0.375,0.07,0.28,0.08,0.2165,0.0935,0.0925
7,0.38,0.075,0.285,0.095,0.243,0.0895,0.0665
6,0.38,0.082,0.29,0.1,0.237,0.108,0.0395
8,0.385,0.076,0.29,0.09,0.2365,0.1,0.0505
7,0.385,0.07,0.28,0.095,0.257,0.119,0.059
8,0.385,0.0835,0.3,0.09,0.308,0.1525,0.056
7,0.39,0.08,0.3,0.09,0.252,0.1065,0.053
7,0.39,0.077,0.285,0.1,0.281,0.1275,0.062
7,0.39,0.073,0.29,0.1,0.2225,0.095,0.0465
8,0.41,0.0955,0.3,0.09,0.304,0.129,0.071
8,0.41,0.075,0.3,0.09,0.28,0.141,0.0575
7,0.415,0.0965,0.325,0.1,0.313,0.139,0.0625
8,0.425,0.09,0.325,0.11,0.317,0.135,0.048
7,0.425,0.095,0.315,0.08,0.303,0.131,0.0585
7,0.435,0.11,0.335,0.1,0.3295,0.129,0.07
6,0.435,0.105,0.325,0.11,0.367,0.1595,0.08
8,0.45,0.105,0.34,0.095,0.3245,0.1385,0.064
7,0.45,0.1345,0.335,0.11,0.4195,0.181,0.085
10,0.455,0.147,0.36,0.115,0.457,0.2085,0.0855
7,0.46,0.1205,0.35,0.11,0.4,0.176,0.083
7,0.46,0.13,0.355,0.11,0.4255,0.2015,0.081
9,0.465,0.147,0.37,0.12,0.4365,0.188,0.0815
8,0.465,0.12,0.345,0.11,0.393,0.1825,0.0735
8,0.47,0.155,0.355,0.125,0.499,0.21,0.0985
8,0.475,0.19,0.36,0.145,0.6325,0.2825,0.137
7,0.475,0.112,0.36,0.1,0.4285,0.1965,0.099
8,0.475,0.125,0.36,0.125,0.4905,0.205,0.1305
9,0.48,0.175,0.37,0.125,0.474,0.179,0.1035
8,0.48,0.15,0.37,0.12,0.536,0.251,0.114
8,0.48,0.239,0.355,0.16,0.464,0.221,0.106
7,0.485,0.16,0.375,0.13,0.6025,0.2935,0.1285
8,0.49,0.143,0.375,0.115,0.4615,0.204,0.0945
8,0.49,0.169,0.4,0.135,0.624,0.3035,0.1285
8,0.495,0.15,0.37,0.125,0.4715,0.2075,0.091
8,0.495,0.19,0.4,0.105,0.602,0.2505,0.1265
8,0.5,0.1935,0.4,0.12,0.616,0.261,0.143
8,0.5,0.173,0.39,0.12,0.5955,0.2455,0.147
9,0.5,0.169,0.375,0.14,0.559,0.2375,0.135
7,0.51,0.162,0.395,0.13,0.6025,0.281,0.143
6,0.515,0.15,0.375,0.11,0.6065,0.3005,0.131
9,0.515,0.138,0.36,0.125,0.4725,0.1815,0.125
10,0.515,0.1275,0.35,0.105,0.4745,0.213,0.123
8,0.515,0.17,0.395,0.125,0.6635,0.32,0.14
8,0.515,0.185,0.39,0.125,0.5705,0.238,0.1265
9,0.52,0.165,0.41,0.145,0.646,0.2965,0.1595
7,0.52,0.1895,0.39,0.13,0.5545,0.2355,0.1095
8,0.525,0.2875,0.415,0.145,0.845,0.3525,0.1635
9,0.525,0.178,0.39,0.12,0.664,0.3115,0.147
8,0.525,0.175,0.38,0.135,0.615,0.261,0.159
7,0.525,0.169,0.4,0.14,0.654,0.305,0.16
9,0.525,0.225,0.4,0.155,0.707,0.282,0.1605
7,0.53,0.177,0.42,0.12,0.5965,0.2555,0.141
10,0.53,0.2135,0.43,0.135,0.6255,0.245,0.1455
9,0.53,0.195,0.4,0.145,0.555,0.1935,0.1305
11,0.53,0.249,0.42,0.13,0.8365,0.3745,0.167
7,0.535,0.175,0.4,0.13,0.657,0.2835,0.162
9,0.54,0.24,0.43,0.17,0.836,0.3725,0.1815
9,0.54,0.25,0.425,0.14,0.742,0.32,0.1395
9,0.54,0.2295,0.43,0.14,0.8195,0.3935,0.1725
10,0.54,0.269,0.455,0.14,0.972,0.419,0.255
9,0.54,0.235,0.42,0.14,0.6275,0.2505,0.1175
10,0.54,0.225,0.425,0.13,0.7205,0.2955,0.169
8,0.54,0.213,0.425,0.135,0.686,0.3475,0.1545
9,0.545,0.18,0.4,0.13,0.686,0.3285,0.1455
8,0.545,0.1725,0.375,0.12,0.543,0.2375,0.1155
8,0.545,0.22,0.42,0.125,0.717,0.358,0.112
10,0.55,0.259,0.435,0.14,0.7625,0.327,0.1685
9,0.55,0.217,0.425,0.15,0.639,0.269,0.1345
12,0.55,0.23,0.42,0.135,0.816,0.3995,0.1485
8,0.55,0.2215,0.415,0.145,0.7815,0.373,0.16
8,0.55,0.21,0.425,0.15,0.7665,0.339,0.176
9,0.555,0.17,0.395,0.13,0.5585,0.222,0.1245
8,0.555,0.206,0.435,0.14,0.765,0.3945,0.15
11,0.555,0.2765,0.46,0.145,0.9005,0.3845,0.158
10,0.56,0.236,0.445,0.15,0.8225,0.3685,0.187
8,0.56,0.2,0.44,0.13,0.7235,0.349,0.149
10,0.56,0.2645,0.425,0.135,0.849,0.3265,0.221
9,0.565,0.231,0.42,0.155,0.743,0.31,0.186
9,0.565,0.27,0.44,0.15,0.863,0.435,0.149
9,0.565,0.215,0.44,0.125,0.802,0.3595,0.1825
10,0.565,0.219,0.43,0.15,0.831,0.4245,0.1735
8,0.57,0.21,0.45,0.135,0.7805,0.3345,0.185
9,0.57,0.245,0.45,0.14,0.795,0.3385,0.148
9,0.57,0.25,0.435,0.17,0.848,0.4,0.166
10,0.57,0.2815,0.43,0.145,0.833,0.354,0.144
9,0.57,0.28,0.445,0.155,0.867,0.3705,0.1705
12,0.57,0.1825,0.445,0.145,0.7405,0.306,0.172
8,0.575,0.268,0.455,0.165,0.867,0.3765,0.1805
10,0.575,0.239,0.425,0.135,0.7965,0.364,0.196
10,0.575,0.34,0.47,0.155,1.116,0.509,0.238
9,0.575,0.235,0.45,0.125,0.78,0.3275,0.188
10,0.575,0.355,0.47,0.185,0.985,0.3745,0.2175
8,0.575,0.47,0.465,0.195,0.9965,0.417,0.247
9,0.575,0.25,0.445,0.17,0.8015,0.3475,0.1465
10,0.575,0.254,0.45,0.135,0.807,0.3615,0.176
8,0.575,0.36,0.435,0.15,1.0305,0.4605,0.218
9,0.575,0.239,0.445,0.16,0.839,0.4005,0.198
13,0.575,0.275,0.44,0.16,0.9615,0.483,0.166
8,0.58,0.23,0.435,0.15,0.834,0.428,0.1515
10,0.58,0.295,0.46,0.155,1.0335,0.469,0.2225
10,0.58,0.2285,0.43,0.13,0.798,0.365,0.173
9,0.58,0.235,0.445,0.125,0.7095,0.303,0.1405
10,0.585,0.253,0.445,0.14,0.913,0.4305,0.2205
10,0.59,0.309,0.49,0.165,1.207,0.559,0.235
10,0.59,0.265,0.45,0.145,1.022,0.428,0.268
11,0.59,0.26,0.46,0.145,0.9015,0.419,0.1785
8,0.595,0.265,0.435,0.15,0.9,0.4175,0.17
10,0.595,0.217,0.45,0.14,0.838,0.3965,0.194
10,0.595,0.2535,0.45,0.145,0.959,0.463,0.2065
8,0.595,0.235,0.46,0.15,0.8335,0.377,0.1925
8,0.6,0.3,0.46,0.155,0.9735,0.427,0.2045
9,0.6,0.305,0.475,0.15,1.13,0.575,0.196
9,0.6,0.2725,0.48,0.165,0.9165,0.4135,0.1965
8,0.6,0.29,0.48,0.17,0.9175,0.38,0.2225
10,0.6,0.325,0.48,0.18,1.0645,0.4495,0.2455
9,0.6,0.275,0.47,0.165,1.059,0.504,0.241
10,0.6,0.2635,0.47,0.16,1.194,0.5625,0.3045
9,0.605,0.275,0.455,0.145,0.9775,0.468,0.1775
8,0.605,0.27,0.475,0.145,0.884,0.3835,0.1905
9,0.605,0.22,0.47,0.145,0.8025,0.379,0.2265
8,0.605,0.24,0.48,0.14,0.991,0.4735,0.2345
9,0.605,0.3345,0.47,0.155,0.974,0.393,0.224
11,0.605,0.431,0.505,0.18,1.434,0.7285,0.264
10,0.61,0.266,0.475,0.155,0.983,0.4565,0.228
10,0.61,0.28,0.465,0.16,1.0725,0.4835,0.2515
12,0.61,0.3085,0.485,0.15,1.2405,0.6025,0.2915
9,0.61,0.2945,0.47,0.16,1.022,0.449,0.2345
10,0.61,0.379,0.475,0.16,1.1155,0.3835,0.223
9,0.61,0.26,0.465,0.125,0.9225,0.436,0.19
9,0.61,0.31,0.47,0.17,1.1185,0.5225,0.2405
7,0.61,0.355,0.485,0.18,1.2795,0.5735,0.2855
10,0.615,0.28,0.47,0.16,1.0175,0.473,0.2395
9,0.615,0.311,0.475,0.175,1.224,0.6035,0.261
12,0.62,0.315,0.485,0.18,1.154,0.4935,0.256
12,0.62,0.335,0.515,0.155,1.3255,0.6685,0.2605
13,0.62,0.395,0.515,0.175,1.221,0.535,0.241
11,0.62,0.357,0.54,0.165,1.139,0.4995,0.2435
11,0.62,0.305,0.49,0.16,1.066,0.446,0.246
12,0.62,0.313,0.48,0.18,1.2215,0.582,0.2695
9,0.62,0.295,0.47,0.14,0.8565,0.3595,0.16
10,0.62,0.2965,0.45,0.135,0.924,0.358,0.2265
12,0.62,0.309,0.48,0.15,1.266,0.6285,0.2575
9,0.62,0.3,0.48,0.175,1.0405,0.464,0.2225
11,0.625,0.3325,0.49,0.165,1.1165,0.4895,0.2615
10,0.625,0.3105,0.475,0.16,1.0845,0.5005,0.2355
9,0.625,0.354,0.5,0.17,1.0985,0.4645,0.22
12,0.625,0.3145,0.47,0.155,1.1955,0.643,0.2055
10,0.625,0.3705,0.485,0.175,1.362,0.6765,0.2615
9,0.625,0.278,0.485,0.15,1.044,0.438,0.2865
9,0.63,0.3,0.505,0.17,1.0915,0.4615,0.266
8,0.63,0.3995,0.5,0.18,1.1965,0.514,0.2325
11,0.63,0.339,0.49,0.17,1.1745,0.5255,0.273
10,0.63,0.3035,0.485,0.165,1.233,0.6565,0.2315
11,0.63,0.328,0.495,0.175,1.2695,0.605,0.271
13,0.635,0.3615,0.5,0.165,1.489,0.715,0.3445
12,0.635,0.418,0.5,0.17,1.4345,0.611,0.309
10,0.635,0.305,0.49,0.175,1.2435,0.5805,0.313
9,0.635,0.38,0.49,0.17,1.2615,0.5385,0.2665
10,0.64,0.36,0.505,0.165,1.2235,0.5215,0.2695
10,0.64,0.3685,0.515,0.18,1.247,0.5475,0.2925
11,0.64,0.4435,0.525,0.185,1.707,0.763,0.4205
10,0.645,0.335,0.505,0.15,1.1605,0.519,0.2615
12,0.645,0.386,0.5,0.175,1.286,0.5645,0.288
14,0.645,0.3845,0.5,0.19,1.5595,0.741,0.3715
9,0.645,0.48,0.51,0.19,1.4745,0.605,0.345
10,0.645,0.3745,0.51,0.195,1.226,0.5885,0.2215
9,0.645,0.317,0.51,0.16,1.33,0.6665,0.309
9,0.645,0.315,0.51,0.16,1.2415,0.5815,0.276
10,0.645,0.415,0.5,0.175,1.3375,0.554,0.308
10,0.645,0.36,0.51,0.19,1.363,0.573,0.362
9,0.645,0.33,0.485,0.15,1.2215,0.5695,0.2735
12,0.645,0.35,0.48,0.19,1.371,0.6925,0.2905
9,0.65,0.335,0.495,0.155,1.337,0.615,0.3195
11,0.65,0.391,0.505,0.19,1.274,0.59,0.23
11,0.65,0.378,0.525,0.185,1.488,0.665,0.337
9,0.65,0.3665,0.51,0.16,1.3835,0.6385,0.2905
10,0.655,0.365,0.55,0.18,1.274,0.586,0.281
9,0.655,0.305,0.51,0.15,1.043,0.4795,0.223
12,0.655,0.425,0.505,0.19,1.3485,0.5935,0.2745
11,0.655,0.363,0.505,0.195,1.4405,0.688,0.3805
9,0.66,0.341,0.5,0.165,1.3195,0.667,0.269
12,0.66,0.415,0.535,0.175,1.5175,0.711,0.3125
10,0.66,0.495,0.53,0.195,1.5505,0.6505,0.3295
14,0.66,0.3925,0.51,0.165,1.6375,0.7685,0.3545
11,0.665,0.353,0.525,0.175,1.443,0.6635,0.3845
11,0.665,0.3665,0.505,0.16,1.289,0.6145,0.253
11,0.665,0.32,0.505,0.16,1.2915,0.631,0.2925
12,0.665,0.395,0.52,0.175,1.3725,0.606,0.32
9,0.665,0.315,0.5,0.175,1.2975,0.6075,0.314
12,0.67,0.308,0.505,0.16,1.2585,0.6255,0.311
11,0.67,0.3,0.52,0.165,1.39,0.711,0.2865
13,0.67,0.4275,0.52,0.19,1.32,0.5235,0.3095
10,0.67,0.354,0.55,0.155,1.566,0.858,0.339
11,0.67,0.465,0.54,0.195,1.619,0.74,0.3305
13,0.675,0.3545,0.525,0.16,1.2835,0.572,0.2755
10,0.675,0.3965,0.51,0.195,1.382,0.6045,0.3175
10,0.68,0.4125,0.52,0.195,1.4535,0.592,0.391
11,0.68,0.4705,0.51,0.2,1.6075,0.714,0.339
11,0.685,0.32,0.52,0.15,1.3735,0.7185,0.293
11,0.685,0.438,0.565,0.175,1.638,0.7775,0.375
12,0.69,0.46,0.55,0.2,1.569,0.687,0.3675
10,0.7,0.54,0.565,0.175,1.8565,0.8445,0.3935
15,0.7,0.512,0.535,0.175,1.773,0.6805,0.48
11,0.705,0.265,0.545,0.17,1.58,0.6435,0.4565
11,0.71,0.502,0.575,0.215,2.009,0.9895,0.4475
12,0.71,0.48,0.57,0.195,1.9805,0.9925,0.4925
10,0.71,0.435,0.54,0.205,1.5805,0.802,0.287
11,0.71,0.566,0.56,0.22,2.015,0.9215,0.454
10,0.72,0.485,0.57,0.2,1.8275,0.919,0.366
13,0.72,0.511,0.55,0.205,2.125,1.1455,0.4425
7,0.72,0.435,0.525,0.18,1.445,0.631,0.3215
14,0.725,0.503,0.565,0.21,2.1425,1.03,0.487
11,0.73,0.5655,0.56,0.19,1.9425,0.799,0.5195
11,0.735,0.557,0.59,0.215,1.747,0.7275,0.403
12,0.74,0.482,0.565,0.205,2.119,0.9655,0.5185
11,0.75,0.575,0.565,0.215,1.938,0.7735,0.4825
12,0.75,0.63,0.595,0.205,2.2205,1.083,0.421
12,0.77,0.642,0.62,0.195,2.5155,1.1155,0.6415
12,0.775,0.578,0.63,0.25,2.7795,1.3485,0.76
5,0.275,0.0705,0.175,0.09,0.2315,0.096,0.057
6,0.375,0.1125,0.245,0.1,0.394,0.166,0.091
7,0.375,0.1675,0.27,0.135,0.597,0.272,0.131
7,0.39,0.143,0.28,0.125,0.564,0.3035,0.0955
8,0.435,0.1645,0.3,0.12,0.5965,0.259,0.139
7,0.445,0.117,0.32,0.12,0.414,0.199,0.09
6,0.455,0.1,0.335,0.105,0.422,0.229,0.0865
8,0.455,0.211,0.325,0.135,0.82,0.4005,0.1715
8,0.455,0.1215,0.345,0.11,0.434,0.207,0.0855
10,0.465,0.209,0.325,0.14,0.7615,0.362,0.1535
7,0.465,0.12,0.36,0.115,0.5795,0.295,0.1395
8,0.485,0.182,0.365,0.105,0.5205,0.195,0.123
9,0.485,0.2365,0.37,0.155,0.968,0.419,0.2455
9,0.485,0.319,0.345,0.16,0.869,0.3085,0.185
8,0.49,0.2825,0.355,0.16,0.8795,0.3485,0.215
9,0.5,0.296,0.37,0.15,1.0615,0.494,0.223
9,0.515,0.273,0.35,0.155,0.9225,0.4185,0.198
8,0.515,0.252,0.395,0.135,1.007,0.472,0.2495
10,0.525,0.276,0.365,0.17,0.9605,0.438,0.2225
7,0.525,0.159,0.38,0.125,0.65,0.303,0.155
8,0.53,0.2105,0.41,0.14,0.7545,0.3495,0.1715
8,0.535,0.1795,0.425,0.135,0.771,0.3765,0.1815
8,0.535,0.304,0.385,0.18,1.0835,0.4955,0.2295
8,0.545,0.228,0.42,0.165,0.8935,0.4235,0.2195
10,0.545,0.403,0.415,0.2,1.358,0.567,0.318
9,0.545,0.2845,0.385,0.15,1.1185,0.5425,0.2445
10,0.55,0.3345,0.38,0.165,1.205,0.543,0.294
10,0.55,0.344,0.42,0.16,1.3405,0.6325,0.311
9,0.57,0.29,0.455,0.175,1.02,0.4805,0.2145
10,0.575,0.2485,0.44,0.185,1.025,0.5075,0.2245
10,0.575,0.213,0.45,0.13,0.8145,0.403,0.1715
10,0.58,0.4155,0.43,0.17,1.48,0.6535,0.324
10,0.585,0.258,0.455,0.145,0.953,0.3945,0.2685
8,0.585,0.253,0.45,0.15,0.8915,0.3975,0.2035
11,0.6,0.3285,0.495,0.175,1.3005,0.6195,0.284
9,0.6,0.251,0.465,0.165,1.038,0.4975,0.2205
9,0.605,0.343,0.475,0.175,1.2525,0.5575,0.3055
10,0.605,0.297,0.475,0.15,1.15,0.575,0.232
11,0.61,0.3005,0.475,0.15,1.1135,0.5195,0.2575
10,0.615,0.315,0.455,0.145,1.1155,0.5045,0.238
10,0.62,0.2565,0.47,0.145,1.0865,0.511,0.2715
9,0.625,0.3185,0.495,0.175,1.254,0.5815,0.286
11,0.625,0.344,0.49,0.185,1.169,0.5275,0.2535
11,0.635,0.3475,0.495,0.195,1.172,0.445,0.3115
10,0.635,0.291,0.475,0.15,1.1845,0.533,0.307
8,0.64,0.31,0.475,0.14,1.0725,0.4895,0.2295
9,0.645,0.315,0.5,0.16,1.3815,0.672,0.326
11,0.65,0.3965,0.525,0.19,1.6125,0.777,0.3685
10,0.65,0.3075,0.485,0.16,1.7395,0.5715,0.2785
9,0.655,0.466,0.52,0.2,1.5475,0.713,0.314
10,0.655,0.378,0.545,0.19,1.4245,0.6325,0.333
11,0.665,0.4375,0.515,0.185,1.3405,0.5595,0.293
10,0.675,0.389,0.53,0.175,1.4465,0.6775,0.33
9,0.685,0.4215,0.535,0.175,1.5845,0.7175,0.3775
10,0.695,0.3965,0.55,0.185,1.679,0.805,0.4015
11,0.695,0.455,0.53,0.19,1.726,0.7625,0.436
13,0.705,0.4645,0.545,0.18,1.5395,0.6075,0.3675
9,0.72,0.5015,0.55,0.195,2.073,1.0715,0.4265
11,0.72,0.4425,0.56,0.18,1.5865,0.691,0.375
11,0.73,0.643,0.575,0.21,2.069,0.9285,0.409
5,0.185,0.009,0.135,0.04,0.027,0.0105,0.0055
4,0.24,0.018,0.18,0.055,0.0555,0.0235,0.013
7,0.31,0.036,0.215,0.075,0.1275,0.0565,0.0275
6,0.34,0.06,0.26,0.085,0.1885,0.0815,0.0335
7,0.35,0.06,0.265,0.08,0.2,0.09,0.042
6,0.365,0.065,0.27,0.085,0.197,0.0815,0.0325
7,0.365,0.075,0.275,0.085,0.223,0.098,0.0375
6,0.365,0.07,0.27,0.075,0.2215,0.095,0.0445
8,0.39,0.081,0.31,0.105,0.2665,0.1185,0.0525
6,0.405,0.11,0.3,0.09,0.269,0.103,0.067
7,0.41,0.11,0.315,0.095,0.2805,0.114,0.0345
7,0.41,0.105,0.335,0.105,0.3305,0.1405,0.064
6,0.415,0.085,0.31,0.09,0.2815,0.1245,0.0615
6,0.415,0.0975,0.31,0.1,0.2805,0.114,0.0565
8,0.415,0.115,0.31,0.095,0.311,0.1125,0.0625
11,0.42,0.1135,0.325,0.1,0.368,0.1675,0.0625
8,0.43,0.12,0.34,0.1,0.3405,0.1395,0.0665
7,0.435,0.098,0.335,0.1,0.3245,0.135,0.0785
7,0.435,0.11,0.33,0.11,0.38,0.1515,0.0945
8,0.435,0.105,0.33,0.105,0.335,0.156,0.0555
7,0.435,0.1185,0.345,0.12,0.3215,0.13,0.056
8,0.445,0.1185,0.33,0.11,0.358,0.1525,0.067
7,0.465,0.166,0.37,0.11,0.445,0.1635,0.096
8,0.47,0.135,0.375,0.12,0.487,0.196,0.099
9,0.475,0.1465,0.34,0.105,0.4535,0.203,0.08
7,0.485,0.154,0.385,0.13,0.568,0.2505,0.178
8,0.485,0.147,0.36,0.12,0.5155,0.2465,0.1025
9,0.485,0.15,0.37,0.115,0.457,0.1885,0.0965
8,0.495,0.165,0.38,0.135,0.5095,0.2065,0.1165
8,0.495,0.1505,0.38,0.145,0.5,0.205,0.148
8,0.495,0.191,0.375,0.14,0.494,0.181,0.0975
9,0.5,0.15,0.38,0.11,0.5605,0.28,0.106
11,0.505,0.225,0.405,0.13,0.599,0.2245,0.1175
8,0.505,0.207,0.4,0.145,0.7045,0.334,0.1425
10,0.51,0.195,0.4,0.12,0.7005,0.347,0.1105
10,0.515,0.245,0.415,0.135,0.7125,0.285,0.152
10,0.515,0.235,0.42,0.15,0.6725,0.2555,0.1335
8,0.515,0.14,0.385,0.11,0.5785,0.253,0.16
8,0.52,0.184,0.41,0.11,0.5185,0.2165,0.0915
9,0.52,0.168,0.415,0.14,0.6375,0.308,0.1335
9,0.52,0.165,0.395,0.125,0.5805,0.2445,0.146
7,0.52,0.1425,0.38,0.115,0.6645,0.3285,0.17
10,0.52,0.143,0.385,0.115,0.581,0.2555,0.156
9,0.525,0.1695,0.415,0.12,0.596,0.2805,0.12
8,0.525,0.21,0.405,0.145,0.6965,0.3045,0.1535
9,0.525,0.175,0.4,0.145,0.6095,0.248,0.159
8,0.53,0.23,0.43,0.14,0.677,0.298,0.0965
9,0.53,0.24,0.43,0.16,0.7245,0.321,0.1275
9,0.53,0.183,0.395,0.13,0.575,0.247,0.115
9,0.53,0.1875,0.405,0.12,0.632,0.2715,0.148
9,0.535,0.244,0.455,0.14,1.0015,0.53,0.1765
9,0.54,0.295,0.425,0.16,0.9455,0.3675,0.2005
9,0.54,0.192,0.395,0.135,0.6555,0.2705,0.155
8,0.54,0.19,0.39,0.125,0.6255,0.2525,0.158
10,0.545,0.244,0.425,0.14,0.8145,0.305,0.231
9,0.545,0.25,0.43,0.14,0.687,0.2615,0.1405
10,0.55,0.238,0.435,0.14,0.7995,0.295,0.1905
6,0.55,0.23,0.45,0.13,0.804,0.3375,0.1405
8,0.555,0.214,0.435,0.14,0.7495,0.341,0.1645
8,0.555,0.194,0.41,0.125,0.599,0.2345,0.1465
7,0.555,0.18,0.4,0.13,0.7075,0.332,0.1585
9,0.555,0.22,0.45,0.175,0.738,0.304,0.1755
9,0.555,0.235,0.455,0.135,0.837,0.382,0.171
9,0.56,0.279,0.445,0.165,0.832,0.3455,0.179
11,0.565,0.23,0.445,0.125,0.8305,0.3135,0.1785
7,0.565,0.185,0.415,0.125,0.667,0.302,0.1545
11,0.565,0.26,0.455,0.155,0.9355,0.421,0.183
9,0.565,0.255,0.435,0.145,0.8445,0.3975,0.158
9,0.565,0.246,0.45,0.16,0.895,0.415,0.195
10,0.565,0.25,0.46,0.155,0.8715,0.3755,0.215
11,0.57,0.265,0.46,0.155,1.0005,0.454,0.205
11,0.57,0.277,0.455,0.155,0.832,0.3585,0.174
9,0.57,0.283,0.44,0.175,0.9415,0.3805,0.2285
13,0.57,0.238,0.415,0.13,0.88,0.4275,0.1955
9,0.57,0.234,0.44,0.12,0.803,0.382,0.1525
9,0.575,0.2265,0.45,0.13,0.785,0.318,0.193
9,0.575,0.235,0.45,0.155,0.9765,0.495,0.2145
10,0.575,0.239,0.435,0.135,0.992,0.432,0.2225
11,0.575,0.295,0.455,0.155,1.013,0.4685,0.2085
10,0.575,0.27,0.445,0.145,0.876,0.3795,0.1615
9,0.575,0.35,0.465,0.175,1.099,0.4735,0.202
10,0.575,0.225,0.45,0.135,0.8715,0.45,0.162
11,0.575,0.239,0.45,0.135,0.8245,0.3375,0.2115
9,0.575,0.22,0.43,0.155,0.7955,0.3485,0.1925
9,0.575,0.269,0.475,0.145,0.857,0.3665,0.173
9,0.58,0.225,0.45,0.195,0.8265,0.4035,0.173
10,0.58,0.3005,0.5,0.165,0.925,0.37,0.185
10,0.58,0.2795,0.44,0.15,1.0465,0.518,0.2185
10,0.58,0.242,0.44,0.145,0.7905,0.3525,0.1645
9,0.58,0.2485,0.44,0.16,0.8295,0.3365,0.2005
10,0.595,0.223,0.455,0.15,0.886,0.4315,0.201
11,0.6,0.264,0.47,0.135,0.97,0.4655,0.1955
11,0.6,0.329,0.46,0.17,1.1805,0.456,0.337
